36206.104937 36903.186027 39063.661266 42907.270264 48843.290767 57538.250873 69836.460474 84702.897006 90103.158727 57800.985038 -19403.546085 -94594.748943 -126695.062813 -130457.067480 -135069.249405 -143768.401933 -125823.255312 -52924.767623 34944.191415 72822.088867 62250.217834 41044.559479 25951.723816 16824.022455 11230.849920 7673.036112 5333.907215 3753.329118 2660.820052 1891.341819 1340.888636 942.053170 650.067000 434.554131 274.512749 155.179742 66.023833 -0.566552 -50.157240 -86.860931 -113.745268 -133.117445 -146.725365 -155.901777 -161.669080 -164.816035 -165.953823 -165.557487 -163.997284 -161.562485 -158.479321 -154.924868 -151.037866 -149.026465 
36171.111220 36867.231599 39024.689034 42862.769715 48789.850760 57470.828967 69747.043449 84577.882210 89917.919855 57508.233293 -19897.054710 -95451.557147 -127929.323634 -129111.423735 -99219.368853 -135167.485077 -156610.699727 -60084.369412 32768.867874 71957.655770 61825.302121 40802.804335 25800.031230 16722.120767 11158.872382 7620.192824 5293.901252 3722.274845 2636.209890 1871.496551 1324.648120 928.594023 638.790883 425.017116 266.379357 148.192124 59.980750 -5.824412 -54.757716 -90.907837 -117.323960 -136.298821 -149.568998 -158.458267 -163.981788 -166.922624 -167.887489 -167.347681 -165.670387 -163.142734 -159.989104 -156.385201 -140.282277 -126.074532 
36093.859081 36787.920470 38938.911096 42765.184160 48673.268550 57324.704842 69554.753627 84311.331270 89525.940974 56889.271051 -20965.776193 -97514.291534 -132441.769210 -140001.845773 -124044.576284 -114605.655642 -119681.337338 -63090.059685 29132.907246 69908.002750 60700.787109 40146.297456 25388.863706 16448.547254 10967.718390 7481.274588 5189.674976 3641.999664 2573.015240 1820.821489 1283.367494 894.507238 610.311052 400.975524 245.898987 130.603715 44.765658 -19.073727 -66.365754 -101.136047 -126.384960 -144.367682 -156.791531 -164.956870 -169.860314 -172.270096 -172.780645 -171.853724 -169.848715 -167.046353 -163.666354 -159.880235 -126.349285 -94.794074 
35974.214000 36665.352729 38807.205448 42616.915141 48498.641009 57109.717525 69277.948587 83937.581264 88993.565627 56080.889466 -22295.467195 -99932.562672 -137373.833810 -150980.695956 -146246.470238 -94106.811502 -6553.168977 -45780.584603 -45732.748172 51488.598002 54684.053216 37580.133169 24053.840396 15656.230939 10454.609172 7128.076381 4935.305094 3452.264369 2427.454035 1706.540296 1191.894489 820.080848 548.896808 349.676390 202.588713 93.691325 13.040206 -46.548496 -90.324299 -122.161765 -144.947343 -160.848775 -171.505188 -178.163627 -181.779035 -183.086661 -182.654146 -180.921368 -178.230940 -174.849604 -170.985704 -166.802456 -107.088923 -49.529052 
35902.890646 36592.340770 38728.925974 42529.131418 48395.834544 56984.116190 69117.845296 83724.183481 88694.600493 55636.482130 -23006.937689 -101183.913902 -139829.592271 -156234.564556 -156449.687773 -95364.726636 -6553.168977 -28725.178685 -25748.598248 46628.608674 50902.965702 35534.100936 22927.929891 14990.272850 10031.609254 6843.075847 4734.047059 3304.703640 2315.911819 1620.068912 1123.419059 764.862460 503.663403 312.109563 171.008461 66.856224 -9.983022 -66.472357 -107.699502 -137.419238 -158.427885 -172.824191 -182.194185 -187.744153 -190.396339 -190.858706 -189.677747 -187.277123 -183.984646 -180.055310 -175.688084 -171.037343 -128.086580 -87.515131 
35863.945958 36552.477922 38686.190118 42481.206324 48339.712533 56915.560289 69030.489235 83607.827136 88531.766052 55394.852209 -23392.727022 -101859.600179 -141146.906622 -159021.487063 -161710.127615 -96305.157365 -6553.168977 -19052.024394 -15080.475158 43826.237399 48773.874757 34388.095041 22298.993024 14618.993005 9796.182981 6684.711505 4622.392813 3222.967962 2254.222378 1572.316395 1085.657637 734.450793 478.779156 291.462529 153.664572 52.126156 -22.616510 -77.403110 -117.231145 -145.788478 -165.821059 -179.389173 -188.048919 -192.983036 -195.095225 -195.078935 -193.468977 -190.678888 -187.028106 -182.764717 -178.081326 -173.127067 -146.919122 -123.239620 
35777.034365 36463.470759 38590.632696 42373.803950 48213.574333 56761.010784 68833.154375 83345.457442 88169.231175 54878.826875 -24124.187682 -102766.045691 -141486.896842 -155170.279533 -147184.671221 -90329.420763 -6553.168977 -18382.385061 -23150.529010 37997.940352 45892.027009 32913.511125 21470.037456 14109.741034 9460.464955 6451.080653 4452.842450 3095.768480 2156.196123 1495.078955 1023.658766 683.892056 436.986316 256.506370 124.123601 26.932732 -44.278059 -96.165007 -133.590617 -160.141215 -178.485842 -190.625881 -198.071355 -201.969049 -203.193896 -202.416380 -200.152635 -196.801980 -192.672282 -188.001010 -182.973956 -177.733916 -133.454894 -91.833825 
35709.445232 36394.200542 38516.121047 42289.829285 48114.602713 56639.277156 68677.105032 83137.134019 87880.168857 54465.391749 -24714.407702 -103509.968111 -141823.519021 -152306.575772 -136162.603640 -85135.144094 -6553.168977 -18309.312943 -29056.540717 33568.950587 43680.286700 31775.467531 20828.021817 13714.495609 9199.603988 6269.451153 4321.014094 2996.874677 2079.989442 1435.029882 975.440459 644.541950 404.419022 229.218297 101.007940 7.160437 -61.338205 -111.000415 -146.581980 -171.590291 -188.633463 -199.665684 -206.161282 -209.237830 -209.747070 -208.341377 -205.522615 -201.678280 -197.106083 -192.034728 -186.642409 -181.066210 -144.632102 -111.017361 
35455.846983 36133.094165 38231.306099 41961.183117 47714.050211 56123.789648 67975.159900 82120.064048 86296.420173 51779.895602 -29711.759673 -113418.360823 -158968.459175 -139154.285254 -93423.904542 -70921.609296 -6553.168977 -18571.097784 -39538.574968 25429.400558 39481.667523 29536.489728 19519.498297 12882.483124 8634.607237 5866.158432 4021.891869 2768.209422 1900.871808 1291.881132 859.102271 548.638891 324.392028 161.730632 43.566610 -42.131494 -103.946769 -148.075524 -179.038751 -200.165197 -213.926117 -222.170274 -226.287996 -227.331570 -226.101070 -223.206867 -219.117203 -214.191154 -208.703486 -202.866826 -196.846217 -190.766372 -99.948770 -12.172528 
35411.415138 36087.435236 38181.805076 41904.693567 47646.416684 56039.048174 67864.113187 81967.575771 86075.797286 51440.546853 -30272.216994 -114409.837903 -160722.271538 -140992.482761 -95852.429205 -70502.816662 -6553.168977 -16423.355191 -33243.189789 27576.714639 39363.193618 29067.861112 19130.247278 12606.386797 8441.832457 5728.906106 3921.466903 2692.720819 1842.714879 1246.081164 822.318756 518.571128 299.418717 140.686147 25.598869 -57.654582 -117.500906 -160.022409 -189.654775 -209.663198 -222.470778 -229.888104 -233.277743 -233.668547 -231.841152 -228.391544 -223.775318 -218.340745 -212.353905 -206.019214 -199.493540 -192.894781 -163.022548 -136.455530 
