22 21 21 22 21 22 754.716981 -29971.565146 -24906064.679664 0.997451
21 20 17 21 21 17 750.000000 -47962.823562 -11824030.290392 0.378345
22 21 22 22 20 23 1064.000809 -24282.746250 -27232419.868068 0.709461
22 20 23 23 20 24 1064.000809 -23873.387313 -29299286.754546 0.997983
23 20 24 23 20 25 754.716981 -27803.408109 -30601827.011740 0.646904
23 20 25 23 21 25 750.000000 -22478.194826 -31896226.392326 0.670636
23 21 25 23 22 26 1064.000809 -21260.419421 -33527720.370064 0.877290
23 22 26 22 22 26 750.000000 -20040.623303 -34677738.746857 0.467761
22 22 26 22 23 26 750.000000 -19228.377991 -35827757.123650 0.940395
23 22 26 23 22 27 754.716981 -21566.992926 -34554773.522515 0.461443
23 22 27 24 21 28 1301.767153 -16997.354340 -36125267.177949 0.827184
24 21 28 24 22 28 750.000000 -17803.677599 -37030091.238475 0.711115
24 22 28 25 22 29 1064.000809 -18319.230439 -38168082.466224 0.948785
25 22 29 24 21 30 1301.767153 -14275.986825 -39402392.740808 0.485479
24 22 28 24 23 29 1064.000809 -13667.304463 -38168082.466224 0.219194
24 23 29 25 23 30 1064.000809 -14930.710970 -39176947.321464 0.964057
25 23 30 26 23 31 1064.000809 -17595.522766 -40071337.604377 0.945045
24 21 30 23 20 31 1301.767153 -13582.551435 -40496647.446930 0.158619
23 20 31 23 20 32 754.716981 -18997.409272 -41059070.760390 0.888640
23 20 31 24 19 32 1301.767153 -12017.419849 -41466738.506306 0.642059
26 23 31 27 24 32 1301.767153 -14895.630129 -41041428.663753 0.433260
24 19 32 25 19 32 750.000000 -15233.350506 -42025646.674057 0.632073
23 20 32 22 20 33 1064.000809 -14258.430619 -41762005.860999 0.283758
22 20 33 21 19 34 1301.767153 -13299.154112 -42526545.436675 0.789193
27 24 32 27 23 33 1064.000809 -14084.654868 -41744363.764361 0.318752
22 20 33 21 21 33 1060.660172 -11247.331892 -42462733.960297 0.448509
27 24 32 27 25 33 1064.000809 -14118.511688 -41744363.764361 0.236677
27 24 32 28 25 31 1301.767153 -10266.656239 -42135683.369875 0.189619
22 20 33 23 20 34 1064.000809 -10167.936740 -42386903.120806 0.281479
21 21 33 20 21 33 750.000000 -12535.926884 -42958223.551079 0.558787
27 23 33 27 22 34 1064.000809 -12234.214292 -42369261.024169 0.419531
21 19 34 20 18 34 1060.660172 -12150.512794 -43149480.710134 0.177345
20 18 34 19 19 35 1301.767153 -10306.190994 -43829411.474059 0.907774
25 19 32 25 19 33 754.716981 -10008.456712 -42524252.551574 0.106954
21 19 34 21 19 35 754.716981 -11191.325169 -42920744.423949 0.130633
27 22 34 27 21 35 1064.000809 -11906.209421 -42925003.178994 0.500135
21 19 35 21 18 36 1064.000809 -11313.563203 -43414984.617521 0.764698
21 18 36 22 18 37 1064.000809 -12033.673652 -43854529.048011 0.986626
22 18 37 23 17 37 1060.660172 -11580.702938 -44292693.443370 0.940565
22 18 37 21 17 37 1060.660172 -9278.244843 -44292693.443370 0.690889
19 19 35 19 20 36 1064.000809 -9440.373518 -44323651.667631 0.386400
23 17 37 24 18 37 1060.660172 -8969.628836 -44730857.838728 0.755426
27 21 35 27 20 36 1064.000809 -10679.403177 -43419243.372566 0.371214
27 21 35 26 21 36 1064.000809 -7875.746568 -43419243.372566 0.297855
19 19 35 18 19 35 750.000000 -10206.014964 -44221146.717663 0.236807
19 20 36 18 19 37 1301.767153 -8147.011278 -44861418.647888 0.586538
27 21 35 28 22 36 1301.767153 -8403.492060 -43529688.480370 0.245289
27 22 34 28 23 35 1301.767153 -6766.028896 -43049191.788094 0.154033
18 19 37 17 19 36 1064.000809 -7609.212049 -45355658.841460 0.732295
20 18 34 19 17 34 1060.660172 -7105.232346 -43772415.983594 0.126753
28 22 36 28 23 37 1064.000809 -10087.477931 -43969232.910860 0.793831
22 18 37 22 19 37 750.000000 -6942.188124 -44164358.063244 0.165444
17 19 36 16 19 36 750.000000 -10480.071303 -45704042.171655 0.745338
27 25 33 27 25 34 754.716981 -9977.553571 -42187615.845975 0.075680
27 25 34 26 25 34 750.000000 -8187.300151 -42628097.602079 0.950896
18 22 10 18 23 10 750.000000 98058.554470 51285690.185124 0.054770
18 19 37 19 19 38 1064.000809 -8004.375684 -45252320.296292 0.523931
21 17 37 20 16 38 1301.767153 -8418.411605 -44770947.709509 0.177912
24 18 37 25 19 37 1060.660172 -6052.417011 -45169022.234087 0.241535
19 19 38 19 20 38 750.000000 -8111.495076 -45527861.662253 0.800566
19 19 38 19 18 39 1064.000809 -8259.462362 -45599962.282233 0.734314
19 19 38 18 19 38 750.000000 -6024.863586 -45527861.662253 0.658533
18 19 38 17 19 39 1064.000809 -8817.929655 -45875503.648194 0.967896
20 16 38 20 15 38 750.000000 -11092.382017 -45046489.075470 0.641624
18 19 38 17 18 39 1301.767153 -5288.490876 -45953189.269707 0.761506
23 17 37 24 17 37 750.000000 -6490.499657 -44602522.458602 0.094832
27 20 36 27 19 37 1064.000809 -7993.809565 -43858787.803056 0.137479
19 20 38 19 21 37 1064.000809 -4423.907681 -45967406.092743 0.520278
23 17 37 24 16 38 1301.767153 -6813.571855 -44770947.709509 0.079637
24 18 37 23 18 38 1064.000809 -4170.828575 -45121759.487132 0.070159
28 23 37 28 24 38 1064.000809 -10327.260912 -44360134.559264 0.210058
17 19 39 16 20 40 1301.767153 -8396.662659 -46253753.913640 0.462149
28 24 38 29 23 38 1060.660172 -8420.528832 -44749808.896001 0.820848
19 21 37 19 22 38 1064.000809 -5988.382415 -46358307.741147 0.574894
16 20 40 15 20 40 750.000000 -11327.637930 -46471678.984455 0.761744
27 20 36 28 20 36 750.000000 -6838.249287 -43767626.702761 0.052501
20 16 38 19 15 39 1301.767153 -6870.039161 -45196275.316964 0.160017
19 15 39 20 16 40 1301.767153 -6156.732123 -45574525.582409 1.000000
17 19 39 17 20 40 1064.000809 -5049.364973 -46184666.917067 0.205567
20 16 40 20 15 41 1064.000809 -8999.367021 -45849451.955550 0.893786
25 19 37 25 19 38 754.716981 -5493.519229 -45446296.564614 0.126204
25 19 38 26 19 39 1064.000809 -6294.305806 -45793938.550555 0.998001
28 23 37 27 24 37 1060.660172 -5305.331651 -44407397.306218 0.054089
20 15 41 20 16 42 1064.000809 -8557.158388 -46093932.843996 0.875361
27 25 34 27 26 35 1064.000809 -7813.980390 -42743358.000800 0.072338
22 19 11 22 19 10 754.716981 105898.546463 40955518.875748 0.013431
20 16 42 21 15 43 1301.767153 -8577.946900 -46359922.518681 0.923719
17 20 40 18 20 41 1064.000809 -6637.188456 -46459593.290208 0.594557
28 24 38 27 25 39 1301.767153 -7541.011122 -44785462.166718 0.180642
28 24 38 28 25 38 750.000000 -7561.037257 -44635675.925225 0.165979
19 15 39 18 15 40 1064.000809 -6911.397569 -45505438.585836 0.394021
28 25 38 28 26 39 1064.000809 -8278.221134 -44983317.911166 0.914685
27 25 39 28 24 39 1060.660172 -4510.749697 -45132012.663107 0.820629
17 20 40 16 21 40 1060.660172 -5159.296130 -46492859.507794 0.360268
21 15 43 20 15 44 1064.000809 -9509.582866 -46553253.715602 0.555424
18 20 41 18 20 42 754.716981 -8516.971675 -46633008.457289 0.579566
21 15 43 21 14 43 750.000000 -9598.840726 -46513169.783752 0.457922
28 24 39 29 23 40 1301.767153 -6625.709837 -45510262.928552 0.689747
16 20 40 16 19 41 1064.000809 -5540.995634 -46528680.286781 0.100644
28 26 39 27 27 40 1301.767153 -7757.700018 -45361568.176611 0.531994
21 14 43 21 14 42 754.716981 -6361.168571 -46686584.950833 0.759769
21 15 43 21 15 44 754.716981 -7185.839479 -46497056.190066 0.307945
21 15 44 22 16 44 1060.660172 -7414.232625 -46689780.386136 0.995617
18 20 42 19 21 43 1301.767153 -6261.555217 -46898998.131974 0.579548
22 16 44 22 16 45 754.716981 -9819.562860 -46811727.805850 0.882691
21 15 44 20 15 45 1064.000809 -6608.910620 -46668977.793103 0.747988
27 27 40 28 26 41 1301.767153 -6663.661837 -45697930.817613 0.630539
24 16 38 24 16 39 754.716981 -6113.084566 -45017537.099215 0.036780
19 21 43 20 22 44 1301.767153 -6688.795917 -47135531.976441 0.749865
20 15 45 21 16 46 1301.767153 -6265.005959 -46856024.607084 0.836161
21 16 46 20 16 45 1064.000809 -3724.807341 -47027946.210121 0.925571
20 22 44 21 23 43 1301.767153 -5330.679623 -47401521.651126 0.874715
20 22 44 21 23 44 1060.660172 -5382.766497 -47328256.172510 0.831650
21 23 44 22 22 44 1060.660172 -5356.751605 -47520980.368579 0.980889
20 22 44 19 23 45 1301.767153 -6372.069457 -47345871.944127 0.744902
22 22 44 22 23 44 750.000000 -4812.366526 -47657256.954519 0.903924
22 23 44 23 22 44 1060.660172 -4221.772286 -47849981.150588 0.984213
20 22 44 19 22 45 1064.000809 -4577.168127 -47307453.579478 0.667420
22 16 45 22 17 46 1064.000809 -6270.089500 -46964610.724186 0.499226
28 26 39 27 27 39 1060.660172 -4299.092930 -45329868.407555 0.164099
22 23 44 23 24 43 1301.767153 -3948.470851 -47923246.629204 0.830316
22 17 46 21 16 47 1301.767153 -5273.923620 -47131369.856119 0.890691
20 15 41 21 15 41 750.000000 -3269.617941 -46043243.894529 0.077288
21 23 44 22 24 44 1060.660172 -4032.741591 -47520980.368579 0.650849
29 23 40 29 22 40 750.000000 -6506.452806 -45728187.999367 0.248773
22 22 44 23 23 45 1301.767153 -4121.861288 -47731320.336265 0.629866
29 23 40 28 22 41 1301.767153 -4308.197168 -45846625.569554 0.229976
19 22 45 19 21 46 1064.000809 -6162.479878 -47460336.497813 0.700675
21 15 44 22 15 44 750.000000 -4024.246758 -46633332.776006 0.317923
19 21 43 18 22 43 1060.660172 -3951.235552 -47115722.492634 0.329022
16 19 41 16 18 41 750.000000 -4869.863094 -46722472.225759 0.232172
22 19 10 23 19 10 750.000000 103618.802349 47636319.528011 0.080714
22 17 46 22 18 46 750.000000 -6563.344583 -47072375.857238 0.635924
27 27 40 26 27 40 750.000000 -6628.899258 -45579493.247426 0.225063
21 16 47 20 16 48 1064.000809 -8222.634748 -47253073.635339 0.653539
19 22 45 18 22 45 750.000000 -5639.017749 -47428638.827819 0.511188
18 22 45 17 21 46 1301.767153 -5383.293167 -47615685.641800 0.971817
20 15 45 19 15 44 1064.000809 -3744.155770 -46862308.990024 0.280300
21 16 47 22 15 46 1301.767153 -3700.524341 -47318416.670101 0.546491
22 18 46 21 18 46 750.000000 -4221.573701 -47180140.990290 0.719647
20 15 44 20 14 44 750.000000 -4930.264743 -46689530.301541 0.113903
21 16 47 21 15 47 750.000000 -6068.381548 -47227446.446027 0.472584
19 21 46 19 22 46 750.000000 -4225.523657 -47568101.630865 0.593660
21 15 47 21 14 48 1064.000809 -7685.174721 -47349150.225246 0.947837
22 24 44 23 25 45 1301.767153 -4920.601718 -47731320.336265 0.451659
19 22 45 19 21 45 750.000000 -1976.799005 -47428638.827819 0.336427
19 22 46 18 22 47 1064.000809 -5729.784321 -47704402.390052 0.849939
23 23 45 24 22 45 1060.660172 -4074.746127 -47902702.158030 0.435412
17 20 10 17 19 10 750.000000 97086.079970 67414569.727329 0.004460
27 27 39 27 28 39 750.000000 -7257.668719 -45574916.613575 0.346201
18 22 45 17 22 46 1064.000809 -3830.437602 -47581521.746155 0.599107
23 25 45 22 26 45 1060.660172 -6008.393447 -47902702.158030 0.833555
20 22 44 20 23 44 750.000000 -2329.640884 -47271808.562380 0.234033
20 14 44 21 14 45 1064.000809 -3439.188382 -46861451.904578 0.675871
20 16 48 19 15 48 1060.660172 -6672.983187 -47374395.301900 0.483380
20 16 48 20 17 48 750.000000 -6329.105299 -47338861.008469 0.484014
29 22 40 29 22 41 754.716981 -5125.650693 -45923198.755572 0.305071
18 22 47 18 22 48 754.716981 -8145.583748 -47790729.306409 0.713037
28 26 41 29 27 41 1060.660172 -6753.778229 -45971994.005995 0.184288
19 21 45 18 20 45 1060.660172 -2543.941445 -47600020.649583 0.622228
28 25 38 29 26 38 1060.660172 -4431.107131 -45025350.261962 0.041078
17 21 46 16 22 47 1301.767153 -5069.652087 -47782444.773733 0.414933
22 26 45 23 26 44 1064.000809 -3792.609635 -48096033.354950 0.696397
22 26 45 22 27 45 750.000000 -7129.903516 -48023887.406371 0.675910
22 26 45 21 26 46 1064.000809 -5389.751162 -48055585.076365 0.639303
20 16 48 21 17 49 1301.767153 -5097.766649 -47386027.573200 0.348200
22 17 46 23 18 46 1060.660172 -3552.960454 -47117013.636899 0.184634
19 15 48 18 15 48 750.000000 -7904.685132 -47460182.675030 0.610644
20 17 48 21 18 48 1060.660172 -3607.932234 -47460182.675030 0.628294
16 22 47 15 22 46 1064.000809 -5633.102306 -47935327.692069 0.731751
20 14 44 19 14 44 750.000000 -4064.613246 -46825806.887480 0.329340
22 27 45 22 27 46 754.716981 -6165.254972 -48132330.307555 0.741044
22 15 44 23 14 44 1060.660172 -4552.776017 -46826056.972075 0.202836
19 14 44 18 13 45 1301.767153 -5140.595406 -47036146.855167 0.922075
21 26 46 20 26 47 1064.000809 -5770.342418 -48191885.835552 0.684758
21 26 46 20 26 45 1064.000809 -3219.500914 -48227506.679402 0.653260
20 14 44 19 13 45 1301.767153 -2878.992001 -46899870.269227 0.257383
29 27 41 29 28 42 1064.000809 -7301.029134 -46216474.894441 0.534689
24 16 39 25 16 39 750.000000 -4594.181440 -45262585.305235 0.087874
21 14 48 20 14 49 1064.000809 -6027.178044 -47457820.272021 0.261723
19 13 45 18 12 46 1301.767153 -5392.339598 -47086917.083209 0.877631
15 22 46 15 22 47 754.716981 -5464.925663 -48032008.537259 0.687851
21 16 47 22 15 48 1301.767153 -3273.111121 -47280270.102139 0.094079
28 22 41 28 22 42 754.716981 -5406.079286 -46020040.736635 0.111799
18 22 48 18 21 49 1064.000809 -5552.088112 -47899399.353184 0.363191
15 22 46 15 22 45 754.716981 -4675.671043 -48057275.111784 0.577551
22 27 46 23 26 47 1301.767153 -4079.093486 -48299089.439488 0.594037
19 13 45 18 12 45 1060.660172 -3534.312400 -47071252.090991 0.666685
29 22 41 29 21 42 1064.000809 -4763.785391 -46167679.644018 0.289275
15 22 47 14 21 47 1060.660172 -5666.737121 -48167881.353733 0.776917
18 22 48 18 23 48 750.000000 -5096.510148 -47876516.679539 0.288942
22 27 45 21 27 44 1064.000809 -3099.982229 -48217218.603292 0.329863
24 22 45 24 23 46 1064.000809 -3177.412207 -48055585.076365 0.190181
24 23 46 23 23 47 1064.000809 -3288.313494 -48191885.835552 0.985025
29 23 38 30 23 39 1064.000809 -4072.226199 -45097450.881942 0.003697
18 12 45 17 11 44 1301.767153 -5500.328763 -47307785.935458 0.828269
21 17 49 22 17 48 1064.000809 -2504.946037 -47507731.352420 0.331530
19 15 48 18 16 48 1060.660172 -3124.492513 -47495716.968461 0.189022
18 13 45 17 13 45 750.000000 -4936.924653 -47157332.103508 0.436600
18 16 48 17 16 47 1064.000809 -3655.630256 -47632017.727647 0.959013
17 11 44 18 11 43 1064.000809 -4638.623150 -47525192.887480 0.919165
14 21 47 13 21 48 1064.000809 -6697.050575 -48289585.132952 0.767084
18 12 45 19 12 45 750.000000 -3250.959438 -47192437.339333 0.699185
23 25 45 24 25 46 1064.000809 -3154.414488 -47884203.254601 0.121640
29 21 42 29 22 43 1064.000809 -4535.629655 -46385086.596039 0.686143
20 26 47 19 27 48 1301.767153 -5201.646728 -48340786.081572 0.385047
22 17 48 23 18 49 1301.767153 -4147.257240 -47640685.290281 0.774429
19 27 48 19 28 47 1064.000809 -5243.553677 -48477086.840759 0.943885
19 27 48 20 26 48 1060.660172 -3090.153309 -48462107.748133 0.916438
29 22 43 30 21 43 1060.660172 -5058.245355 -46601810.956699 0.862473
21 17 49 20 17 50 1064.000809 -4869.524013 -47483059.720779 0.205109
24 25 46 25 26 47 1301.767153 -4096.201171 -48050962.386535 0.793677
18 23 48 18 23 49 754.716981 -5098.563364 -47953598.509690 0.549408
29 28 42 29 28 41 754.716981 -4151.019254 -46411485.650645 0.297772
20 17 50 20 17 51 754.716981 -7424.576913 -47544515.622697 0.905885
18 23 49 17 23 49 750.000000 -4937.871049 -48030198.578402 0.910357
25 26 47 26 26 46 1064.000809 -3983.778976 -48203845.304870 0.874951
30 23 39 31 23 39 750.000000 -5941.143578 -45342499.087962 0.498696
18 11 43 17 11 43 750.000000 -4006.912869 -47678440.152551 0.576522
18 15 48 17 14 48 1060.660172 -4565.792063 -47581504.341591 0.164144
20 14 49 20 13 50 1064.000809 -6272.887289 -47554852.419600 0.274827
17 23 49 17 24 49 750.000000 -5238.743588 -48106798.647114 0.866339
18 11 43 18 11 42 754.716981 -4354.163534 -47698608.054561 0.493103
17 13 45 16 14 44 1301.767153 -2883.112456 -47393865.947975 0.463745
31 23 39 31 22 40 1064.000809 -4261.904536 -45651662.356834 0.849487
13 21 48 13 20 47 1064.000809 -4276.588919 -48425885.892139 0.496123
22 15 48 23 15 49 1064.000809 -4699.796065 -47388940.148915 0.291303
19 13 45 19 12 46 1064.000809 -2411.451050 -47052753.187563 0.180800
29 28 41 30 29 41 1060.660172 -5877.001974 -46685548.839027 0.685532
26 26 46 25 27 45 1301.767153 -2348.249314 -48414185.272557 0.727665
22 27 46 22 28 46 750.000000 -4409.285730 -48240095.440607 0.139515
25 26 47 25 26 48 754.716981 -5708.879875 -48137289.302892 0.603203
19 28 47 18 27 47 1060.660172 -3269.523243 -48612959.657233 0.493159
13 20 47 12 21 47 1060.660172 -4634.544840 -48561758.708613 0.838326
20 13 50 20 13 51 754.716981 -7846.054553 -47616308.321519 0.727263
18 12 46 17 12 46 750.000000 -4368.681787 -47194682.216260 0.178507
18 21 49 19 22 50 1301.767153 -3339.920723 -48018114.735229 0.222980
25 26 47 26 27 47 1060.660172 -4053.651383 -48186835.203008 0.498544
20 26 47 20 27 47 750.000000 -2273.904322 -48287962.425460 0.121519
29 28 42 30 28 43 1064.000809 -5795.486347 -46433881.846463 0.139445
23 18 49 22 18 50 1064.000809 -3423.842378 -47737717.437860 0.361462
29 22 43 30 21 44 1301.767153 -3558.052103 -46621620.440506 0.325200
30 28 43 30 28 44 754.716981 -7268.182701 -46571015.517848 0.933317
30 28 43 31 27 44 1301.767153 -4693.924847 -46670415.690929 0.909391
23 15 49 23 14 49 750.000000 -5250.694202 -47465540.217627 0.622154
26 27 47 27 26 47 1060.660172 -3357.003927 -48322708.019482 0.837088
26 27 47 26 27 48 754.716981 -4835.353953 -48273162.119365 0.818156
20 13 50 20 12 51 1064.000809 -5343.952921 -47641493.016003 0.497712
30 21 43 30 22 44 1064.000809 -2966.260674 -46795142.153620 0.335056
20 17 51 21 16 52 1301.767153 -4656.797383 -47639165.177085 0.394710
20 13 51 21 12 52 1301.767153 -5499.056902 -47710957.875906 0.660049
20 13 51 19 12 50 1301.767153 -3491.404332 -47735023.703563 0.609344
23 18 49 24 17 50 1301.767153 -3502.022722 -47759400.672326 0.259001
23 23 47 24 22 48 1301.767153 -2202.156689 -48340786.081572 0.151369
29 28 42 30 29 42 1060.660172 -3478.038313 -46460188.187641 0.072891
18 21 49 18 21 50 754.716981 -3857.748216 -47968226.189472 0.108490
30 21 44 29 22 45 1301.767153 -2986.928859 -46831960.408192 0.647286
20 13 50 20 12 49 1064.000809 -2891.598083 -47663522.466375 0.363993
20 17 51 19 16 52 1301.767153 -4003.016182 -47639165.177085 0.288601
17 14 48 17 14 49 754.716981 -4285.198514 -47658586.171741 0.332195
15 22 45 14 23 44 1301.767153 -2792.899874 -48293808.956251 0.091228
25 26 48 24 25 49 1301.767153 -2973.775983 -48270243.240753 0.427423
19 16 52 19 16 53 754.716981 -7049.713756 -47688162.818595 0.936767
