0.000000 0.000000 0.000000
1285.899944 0.000000 -1293.992640
2227.061165 -2132.811487 -4387.297885
3053.014055 -904.001220 -10015.233138
5086.583180 -521.536710 -13818.943240
4903.455213 -1564.224315 -15921.188167
6703.954054 -4680.983529 -19907.649939
8127.862880 -2640.607212 -23062.831374
6687.903107 -34.362577 -32051.205505
7885.801221 1777.443986 -34419.301377
13199.564248 1158.765103 -40988.693597
7314.682659 4274.312219 -54293.110900
12209.837943 3470.580335 -62656.531529
12739.019395 1577.279319 -64865.002137
15579.674874 -1030.522416 -69269.083900
19859.518126 -4271.199173 -79886.964848
22698.450111 -9160.667374 -86376.144786
17448.876266 -1680.430519 -97324.349200
19608.652312 -1084.589875 -101654.598051
19821.642034 1689.677624 -105699.249749
20727.837353 1728.097897 -118530.471471
19128.403439 1904.123914 -120954.243174
19334.152687 890.840275 -122443.305364
23231.221410 910.549804 -129527.945196
24859.864758 3936.550125 -143019.104671
25331.618925 3972.461711 -146302.760737
25860.628425 -1801.232680 -155116.785772
28582.170778 -493.503365 -158217.755654
25890.137059 -346.466409 -164420.515724
22708.549263 -2080.441182 -171277.235056
23888.243036 -2116.892513 -171970.437832
22225.756909 -363.215429 -180438.490038
19681.969535 1477.297030 -185953.843873
20065.104819 1129.792256 -189741.651229
13101.349773 6125.461972 -199217.819059
11348.935864 3734.758226 -204526.692874
12437.342227 3529.653819 -205444.224135
15203.325437 4476.319340 -209899.629759
16966.194420 3175.270308 -211876.783866
17136.193826 6740.417408 -216822.826962
17815.849768 5986.684668 -217466.354462
17031.089350 2260.444256 -224728.795325
15943.557389 4964.608910 -229080.536919
13998.684134 4909.069427 -229972.555685
14153.821584 8363.555387 -232770.952681
15354.282722 10381.464488 -233913.341430
14764.509156 10283.980119 -234425.754924
15789.764507 9725.149924 -234914.643722
16166.161016 10424.929662 -235743.292470
16322.329460 10009.427085 -236288.205817
14219.186573 8543.586650 -237847.824561
13422.226649 8002.187378 -238748.814845
13488.992157 5745.994245 -240857.089547
11629.869285 6351.861258 -244494.633585
8832.682159 552.789048 -251029.773947
8868.208415 -701.599834 -251625.411004
9834.511235 -3842.981776 -254888.835820
9676.811652 -4184.344465 -255365.245972
9048.713233 -3519.250526 -255934.533832
7445.483768 -3105.043727 -257761.090170
7394.979340 -2938.494339 -258240.025174
10136.104366 -1070.761900 -262095.072235
9952.090900 -900.423013 -262393.615157
9411.399761 238.209638 -262992.937836
6506.543646 -2671.238024 -266701.646603
5763.812633 -3256.807240 -268765.823253
4796.468817 -2786.749007 -269280.553473
2379.025504 -481.230686 -274215.950479
-1433.115274 -648.071510 -278550.354333
-219.837568 -2104.144175 -280016.503644
-183.619048 -4372.994718 -282517.793996
822.500476 -2360.086537 -284793.707346
869.753129 -2628.842141 -285752.812110
1903.249649 -2316.282310 -287849.828060
2978.325758 1085.479279 -291107.890958
2521.977902 -70.890549 -292310.643788
5603.861063 919.572942 -295441.118413
5021.704902 305.195497 -296305.515531
1201.654688 189.484508 -299850.835751
985.562559 -252.531861 -300157.296845
865.387481 -220.670415 -300728.762587
1220.959321 -852.625077 -301009.596736
1353.006513 -464.176190 -301073.086177
503.188619 -1065.901275 -302572.909908
1349.715031 -362.235830 -304212.864456
761.211951 -653.438295 -305927.206011
1730.815511 -215.351228 -306219.154353
2655.707361 -293.640476 -307029.621693
2059.862732 -586.249880 -309063.219543
1964.349084 -750.729854 -309090.794510
1241.863786 -664.979691 -311889.367013
100.952944 -638.821136 -315008.613421
-684.631013 -632.111145 -317672.881842
-1231.626076 -961.919054 -319466.036505
-2074.238588 -1723.501936 -322672.202695
-2216.945899 -2108.739879 -324332.706045
-2432.877663 -2733.347854 -325893.652063
-2933.426921 -3065.402674 -327901.165745
-4111.990517 -3219.249446 -331425.089072
-4639.046667 -3542.069423 -332961.941296
-5901.356228 -4016.700525 -336106.624623
-6636.096225 -4092.298705 -339232.810549
-7091.044940 -4650.897010 -340949.572017
-7918.560809 -5229.782559 -343201.321411
-9307.517201 -5915.729183 -346482.664032
-9611.219099 -5616.109663 -349494.017056
-9858.531209 -5449.213085 -351887.230261
-10442.256480 -4974.797818 -354423.958718
-12181.271887 -6106.566515 -357952.354482
-12709.878592 -5795.917531 -359447.136101
-12615.907147 -5661.848221 -362073.009865
-12307.388249 -5189.328572 -365559.188581
-13449.080186 -5686.503140 -367936.930354
-13189.550687 -5827.750925 -369585.534967
-14281.326087 -6874.881668 -371915.626777
-15448.904708 -7707.216579 -373361.813056
-15573.273314 -7599.117708 -374784.892997
-15222.136994 -7658.162414 -375931.298319
-16123.421557 -7799.735994 -377919.869766
-15663.042435 -7195.642035 -379915.633394
-15003.701733 -6886.366634 -382232.829490
-15268.398708 -6707.745856 -382919.065602
-15201.981642 -6561.609282 -383927.638701
-16104.413517 -6561.209461 -385923.660145
-15955.021357 -6080.249287 -387867.771361
-16010.564924 -5595.456121 -390232.852269
-16256.720658 -4910.637257 -392402.136556
-16095.340383 -4460.445728 -393821.283002
-15643.870978 -4509.596122 -395260.840428
-15966.326939 -4238.761787 -396650.668772
-16769.562559 -4146.465055 -398295.644770
-17075.551253 -4244.910097 -399217.639070
-16630.004493 -4132.103849 -400044.556955
-16014.992987 -3975.346940 -401712.586170
-16901.780942 -4244.617212 -403184.662256
-17458.477335 -4528.690853 -404023.426974
-16896.764022 -4408.895546 -404982.931815
-16615.461970 -4048.940316 -405577.340295
-17434.994681 -4476.008120 -407225.287596
-17418.083137 -4461.287349 -407633.158831
-16763.247951 -4352.697520 -408611.466246
-17103.269370 -4771.199354 -409229.556250
-17240.766638 -5083.772068 -409654.946060
-19913.976180 -2308.236862 -417237.357391
-19587.566548 -2203.324201 -418233.976131
-19316.980522 -1472.176519 -419958.026276
-19533.240954 -1380.030437 -420581.216891
-19353.656182 -1441.519528 -421267.411537
-19052.205114 -1203.367330 -422590.102316
-18899.796012 -1177.099922 -422927.615108
-18293.552427 -1072.351475 -424404.196550
-18143.156672 -448.446776 -425468.730109
-17799.947708 -273.669661 -426269.589381
-17928.372129 -104.377095 -426637.377136
-18464.040599 74.855999 -427552.919240
-18333.053858 -37.737340 -427905.527986
-18624.595009 480.406199 -429060.442048
-18666.465333 527.360228 -429362.707883
-19563.305978 -120.249477 -431082.400487
-18602.125162 -185.615900 -433056.160654
-19413.915691 -470.514758 -434208.398350
-19191.930997 -703.974351 -434865.658943
-18409.333637 -719.931158 -436204.760421
-18716.219856 -668.482509 -436482.455212
-18415.209994 -30.307926 -437697.266854
-18311.732580 347.825738 -438777.153874
