-0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
-0.290543 -0.463200 -0.681163 -0.956053 -1.291253 -1.754188 -2.353038 -3.017714 -3.984979 -5.067830 -6.527470 -8.178626 -10.279859 -12.648606 -15.356007 -18.076466 -20.542941 -21.932766 -21.399130 -18.100987 -11.781720 -3.324023 5.425776 12.457285 16.674336 18.118888 17.516438 15.738923 13.489408 11.211821 9.153944 7.403445 5.978607 4.849581 3.967668 3.286569 2.748316 2.326709 1.991104 1.727901 1.511009 
-0.567575 -0.917183 -1.344301 -1.894332 -2.583217 -3.523187 -4.644019 -6.147137 -7.956047 -10.326061 -13.199364 -16.807331 -21.146573 -26.373494 -32.383009 -38.929509 -45.156401 -49.567587 -49.653865 -42.932757 -28.431396 -7.942831 13.524413 30.121109 39.213495 41.466009 39.078935 34.306770 28.806588 23.544810 18.968577 15.183323 12.167314 9.809797 7.990395 6.589199 5.494263 4.653753 3.985374 3.454452 3.022108 
-0.817231 -1.314118 -1.977271 -2.781839 -3.865204 -5.208457 -7.015198 -9.204700 -12.124822 -15.724653 -20.351553 -26.069201 -33.274619 -42.128400 -52.983051 -65.587202 -79.150380 -90.861723 -95.445260 -86.109334 -59.084608 -16.897404 28.441910 61.205402 76.280111 77.121815 69.691079 58.936459 47.924813 38.141003 30.065079 23.665981 18.729734 14.968335 12.118023 9.940833 8.275832 6.993179 5.981979 5.181571 4.533065 
-1.025015 -1.681658 -2.540496 -3.630935 -5.051417 -6.904785 -9.294486 -12.383963 -16.348790 -21.466578 -27.932831 -36.324945 -47.026644 -60.893622 -78.762311 -101.759696 -129.886844 -159.763861 -180.382879 -173.598779 -127.340478 -40.348969 58.270352 121.953612 143.389728 136.399519 116.443803 93.659970 72.990193 56.082798 42.978307 33.104536 25.772058 20.352152 16.327467 13.323396 11.056253 9.321980 7.972069 6.902219 6.043150 
-1.175664 -1.977797 -3.033214 -4.392406 -6.177145 -8.501862 -11.559502 -15.531113 -20.702195 -27.393144 -36.153412 -47.602899 -62.700430 -82.958362 -111.112727 -151.238562 -208.463749 -282.665838 -353.561045 -371.210096 -303.729099 -116.182173 119.674793 246.384229 269.186936 237.409488 189.077690 143.139023 105.992557 78.113017 57.919945 43.508584 33.254214 25.916056 20.613291 16.730777 13.840524 11.649063 9.951375 8.622559 7.551218 
-1.253213 -2.186774 -3.437390 -5.037698 -7.185992 -9.980772 -13.729235 -18.593171 -25.053512 -33.568043 -44.867025 -59.845243 -80.055487 -108.180141 -149.819926 -216.696851 -329.919691 -511.905354 -735.537759 -852.922779 -822.537556 -397.167098 245.375364 500.240350 500.922804 405.306423 298.632433 211.383716 148.002942 104.263020 74.645722 54.624884 40.973279 31.525230 24.868798 20.087778 16.578649 13.944235 11.924937 10.337222 9.056127 
-1.241303 -2.303514 -3.706099 -5.553554 -8.016858 -11.308995 -15.668819 -21.515189 -29.318101 -39.843490 -53.892638 -72.915592 -98.743793 -135.464956 -192.533321 -296.100980 -511.479194 -954.887730 -1646.943434 -2068.430743 -2541.434598 -1536.106731 483.400499 958.617177 882.661157 658.519302 449.892793 297.952671 197.351630 133.032977 92.111920 65.791580 48.536814 36.951218 28.977134 23.335724 19.244047 16.198022 13.869107 12.039783 10.557463 
-1.123745 -2.285155 -3.822287 -5.884358 -8.645894 -12.342007 -17.358444 -24.112360 -33.369400 -45.938000 -63.183312 -86.635757 -118.933557 -164.374252 -236.123996 -381.961749 -770.523530 -1854.571050 -4057.337670 -4952.754139 -8926.585929 -6434.862505 771.543028 1320.307640 1288.925986 951.096333 621.571907 391.142504 247.410231 160.729030 108.294334 75.923409 55.366697 41.882798 32.759648 26.382981 21.787512 18.375812 15.768127 13.709919 12.056487 
-0.885324 -2.114722 -3.753741 -5.967389 -8.958621 -13.030661 -18.580775 -26.245608 -36.862809 -51.656156 -72.326430 -101.417313 -141.994161 -199.373057 -288.398395 -483.195163 -1164.225106 -3923.615493 -11648.824824 -9197.455651 -35577.587537 -28173.595600 -324.562717 -1908.068603 794.631520 1052.692426 742.333295 463.097722 285.921346 181.714430 120.552879 83.761646 60.846833 46.026938 36.085383 29.162066 24.183895 20.478159 17.631773 15.379798 13.557106 
